entity,period,name,state,date_acquired,actual_cost,fair_value,book_value,investment_income,ownership_pct
EFLIC,2023Q1,AESF VI B L.P. SCOTLAND AESF VI,GP,10/19/2016,3,0,0,0,7.43
EFLIC,2023Q1,"AMERICAN SECURITIES PARTNERS VIII, L.P. WILMINGTON",DE,02/23/2018,3,0,0,0,0.34
EFLIC,2023Q1,"APOLLO INVESTMENT FUND IX, L.P. WILMINGTON",DE,05/15/2017,3,0,0,0,0.28
EFLIC,2023Q1,"APOLLO INVESTMENT FUND VIII, LP WILMINGTON",DE,02/05/2014,3,0,0,0,0.16
EFLIC,2023Q1,"APOLLO REVOLVER FUND II, LP Grand Cayman Apollo Management",LP,03/31/2022,1,0,0,0,6.25
EFLIC,2023Q1,"ARDIAN INFRASTRUCTURE FUND IV S.C.A., SICAR B LUXEMBOURG LUX ARDIAN INFRASTRUCTURE",IV,02/20/2015,3,0,0,0,14.17
EFLIC,2023Q1,ARDIAN LBO FUND VI A PARIS FRA ARDIAN LBO FUND,VI,09/30/2016,3,0,0,0,0.88
EFLIC,2023Q1,"ARDIAN PRIVATE DEBT IV S.C.S., SICAV-RAIF LUXEMBOURG LUX ARDIAN PRIVATE DEBT",IV,11/16/2017,3,0,0,0,1.42
EFLIC,2023Q1,"ARES CLIMATE INFRASTRUCTURE PARTNERS, L.P. WILMINGTON",DE,09/04/2020,1,0,0,0,2.45
EFLIC,2023Q1,"ARSENAL CAPITAL PARTNERS V, LP WILMINGTON DE ARSENAL CAPITAL MANAGEMENT V,",LP,03/29/2019,1,0,0,0,1.27
EFLIC,2023Q1,ARSENAL CAPITAL PARTNERS VI LP WILMINGTON DE ARSENAL CAPITAL INVESTMENT VI,LP,11/01/2021,1,0,0,0,0.45
EFLIC,2023Q1,ASF VI B L.P. SCOTLAND ASF VI,GP,12/27/2013,3,0,0,0,4.56
EFLIC,2023Q1,ASF VI INFRASTRUCTURE B L.P. SCOTLAND ASF VI,GP,12/27/2013,3,0,0,0,2.27
EFLIC,2023Q1,ASF VII B L.P. SCOTLAND ASF VII,GP,05/21/2015,3,0,0,0,0.63
EFLIC,2023Q1,ASF VIII B L.P. SCOTLAND ASF VIII,GP,09/21/2018,3,0,0,0,1.26
EFLIC,2023Q1,"000000-00-0 AVP CAPITAL II S.L.P. Paris,",FR,09/30/2021,3,0,0,0,12.29
EFLIC,2023Q1,AXA EARLY SECONDARY FUND V B L.P. GBR AXA PRIVATE EQUITY,UK,09/12/2012,3,0,0,0,48.67
EFLIC,2023Q1,"BLACKROCK IMPACT OPPORTUNITIES FUND, L.P. WILMINGTON",DE,10/07/2022,1,0,0,0,1.68
EFLIC,2023Q1,"BONACCORD CAPITAL PARTNERS I, L.P. WILMINGTON",DE,06/15/2021,1,0,0,0,4.73
EFLIC,2023Q1,"BRIDGEPOINT EUROPE VI, LP UNITED KINGDOM GBR BEVI",GP,12/19/2017,3,0,0,0,1.64
EFLIC,2023Q1,"BROOKFIELD GLOBAL TRANSITION FUND B, L.P. WILMINGTON DE Brookfield Global Transition Fund GP,",LP,05/13/2022,3,0,0,0,0.19
EFLIC,2023Q1,"CARLYLE PARTNERS VII, L.P. WILMINGTON",DE,02/23/2018,3,0,0,0,0.16
EFLIC,2023Q1,"CRESTLINE OPPORTUNITY FUND V ONSHORE T/STE, L.P. DOVER",DE,01/01/2023,1,0,0,0,1.25
EFLIC,2023Q1,CVI CLEAN ENERGY FUND A II LP WILMINGTON DE CarVal CEF II GP,LP,01/06/2023,1,0,0,0,1.5
EFLIC,2023Q1,"ENCAP ENERGY CAPITAL FUND X, L.P. HOUSTON ENCAP EQUITY FUND X GP,",LP,04/07/2015,3,0,0,0,0.34
EFLIC,2023Q1,GCM GROSVENOR PRIVATE EQUITY STRATEGIES (2003) L.P. NEW YORK,NY,09/11/2003,3,0,0,0,99.16
EFLIC,2023Q1,"GCM GROSVENOR PRIVATE EQUITY STRATEGIES 2005 SERIES, L.P. NEW YORK",NY,02/16/2005,3,0,0,0,99.16
EFLIC,2023Q1,"GCM GROSVENOR PRIVATE EQUITY STRATEGIES 2007 SERIES, L.P. NEW YORK",NY,05/22/2007,3,0,0,0,99.16
EFLIC,2023Q1,"GCM GROSVENOR SECONDARY OPPORTUNITY FUND, L.P. WILMINGTON",DE,03/18/2015,3,0,0,0,14.97
EFLIC,2023Q1,GENERAL ATLANTIC BNZ COMPANION FUND L.P. WILMINGTON,DE,12/19/2022,1,0,0,0,0.5
EFLIC,2023Q1,"GENERAL ATLANTIC PARTNERS, L.P. (2016) NEW YORK",NY,05/20/2016,3,0,0,0,0.21
EFLIC,2023Q1,"GENERAL ATLANTIC SERVICE COMPANY, L.P. (2021) GENERAL ATLANTIC LLC",,03/19/2021,1,0,0,0,0.06
EFLIC,2023Q1,"IRONWOOD CAPITAL PARTNERS V FEEDER, L.P. WILMINGTON",DE,09/30/2021,1,0,0,0,25.75
EFLIC,2023Q1,"IRONWOOD MEZZANINE FUND IV, L.P. WILMINGTON",DE,12/16/2016,2,0,0,0,13.38
EFLIC,2023Q1,JADE EQUITY INVESTORS L.P. DOVER,DE,10/09/2019,1,0,0,0,0.69
EFLIC,2023Q1,"KOHLBERG INVESTORS IX, L.P. WILMINGTON",DE,11/20/2019,1,0,0,0,1.17
EFLIC,2023Q1,"NEW MOUNTAIN PARTNERS V, L.P. WILMINGTON",DE,08/23/2017,2,0,0,0,0.14
EFLIC,2023Q1,"NEW MOUNTAIN PARTNERS VI, L.P. WILMINGTON",DE,04/09/2020,2,0,0,0,0.52
EFLIC,2023Q1,"OAK HILL CAPITAL PARTNERS V (ONSHORE), L.P. CAYMAN ISLAND OHCP GENPAR V, L.P.",,07/25/2019,1,0,0,0,0.63
EFLIC,2023Q1,PRIMAVERA CAPITAL FUND II L.P. CAYMAN ISLAND PRIMAVERA CAPITAL GP,II,11/18/2015,3,0,0,0,0.78
EFLIC,2023Q1,PRIMAVERA CAPITAL FUND III L.P. HONG KONG HKG PRIMAVERA CAPITAL GROUP,,06/27/2018,3,0,0,0,0.44
EFLIC,2023Q1,"RIVERSIDE CAPITAL APPRECIATION FUND V, L.P. WILMINGTON",DE,05/14/2008,3,0,0,0,2.88
EFLIC,2023Q1,"WCAS XIV, L.P. WILMINGTON",DE,03/31/2022,1,0,0,0,0.3
EFLIC,2023Q1,"WELLSPRING CAPITAL PARTNERS VI, L.P. CAYMAN ISLANDS CYM WELLSPRING CAPITAL MANAGEMENT",VI,08/31/2017,3,0,0,0,1.25
EFLIC,2023Q1,ABACUS MULTI-FAMILY PARTNERS V LP DOVER,DE,02/13/2020,3,0,0,0,2.43
EFLIC,2023Q1,"ARES US REAL ESTATE OPPORTUNITY FUND III, L.P. WILMINGTON",DE,12/12/2019,3,0,0,0,1.99
EFLIC,2023Q1,"BLACK IMPACT NON OZ FUND 1, LP WILMINGTON",DE,01/21/2022,1,0,0,0,2.98
EFLIC,2023Q1,"BREG SAVANNAH INDUSTRIAL FUND, LP WILMINGTON",DE,12/16/2020,1,0,0,0,23.33
EFLIC,2023Q1,"BROOKFIELD FAIRFIELD U.S. MULTIFAMILY VALUE ADD FUND III, L.P. WILMINGTON DE FFI MF VALUE ADD FUND III",GP,12/22/2017,3,0,0,0,1.23
EFLIC,2023Q1,BROOKFIELD STRATEGIC REAL ESTATE PARTNERS US REGIONAL FUND B L.P. WILMINGTON DE BROOKFIELD STRATEGIC REAL ESTATE PARTNERS,GP,07/02/2013,3,0,0,0,0.07
EFLIC,2023Q1,"CARMEL PARTNERS INVESTMENT FUND VII, L.P. WILMINGTON DE CARMEL PARTNERS",GP,12/19/2018,3,0,0,0,0.78
EFLIC,2023Q1,"CARMEL PARTNERS INVESTMENT FUND VIII, L.P. WILMINGTON DE Carmel Partners",GP,02/25/2022,3,0,0,0,1.51
EFLIC,2023Q1,"DERMODY PROPERTIES INDUSTRIAL PARALLEL FUND III, L.P. DOVER",DE,06/03/2020,3,0,0,0,3.74
EFLIC,2023Q1,"GREYSTAR EQUITY PARTNERS XI, L.P. WILMINGTON DE Greystar Multifamily",GP,12/28/2022,3,0,0,0,0.67
EFLIC,2023Q1,"MADISON INTERNATIONAL REAL ESTATE LIQUIDITY FUND VIII (T), LP WILMINGTON",DE,05/28/2021,1,0,0,0,2.5
EFLIC,2023Q1,"PCCP EQUITY IX, LP WILMINGTON",DE,08/24/2021,1,0,0,0,1.38
EFLIC,2023Q1,"PORTFOLIO ADVISORS REAL ESTATE FUND VIII, L.P. WILMINGTON",DE,10/15/2021,1,0,0,0,17.53
EFLIC,2023Q1,"PROSPECT RIDGE U.S. REAL ESTATE PARTNERS III, L.P. DOVER DE PROSPECT RIDGE U.S.",RE,05/30/2019,1,0,0,0,3.55
EFLIC,2023Q1,"SAVANNA REAL ESTATE FUND IV, L.P. WILMINGTON DE SAVANNA",IV,04/03/2017,3,0,0,0,2.52
EFLIC,2023Q1,"TRANSWESTERN STRATEGIC PARTNERS FUND III, L.P. WILMINGTON",DE,04/08/2021,1,0,0,0,6.67
EFLIC,2023Q1,"U.S. VALUE-ADD REAL ESTATE CLUB, L.P. WILMINGTON",DE,09/23/2019,1,0,0,0,3.78
EFLIC,2023Q1,EQ EUROPEAN COMMERCIAL REAL ESTATE DEBT HOLDINGS LLC WILMINGTON,DE,01/01/2021,1,0,0,0,100.0
EFLIC,2023Q1,AESF VI B L.P. SCOTLAND AESF VI,GP,10/19/2016,12165020,0,0,0,0.0
EFLIC,2023Q1,"APOLLO INVESTMENT FUND IX, L.P. WILMINGTON",DE,05/15/2017,27473545,0,0,0,0.0
EFLIC,2023Q1,"APOLLO INVESTMENT FUND VIII, LP WILMINGTON",DE,02/05/2014,5844618,0,0,0,0.0
EFLIC,2023Q1,"APOLLO REVOLVER FUND II, LP Grand Cayman Apollo Management",LP,03/31/2022,1,0,0,0,0.0
EFLIC,2023Q1,ARDIAN LBO FUND VI A PARIS FRA ARDIAN LBO FUND,VI,09/30/2016,31414578,0,0,0,0.0
EFLIC,2023Q1,"ARSENAL CAPITAL PARTNERS V, LP WILMINGTON DE ARSENAL CAPITAL MANAGEMENT V,",LP,03/29/2019,18898311,0,0,0,0.0
EFLIC,2023Q1,ASF VI B L.P. SCOTLAND ASF VI,GP,12/27/2013,13497857,0,0,0,0.0
EFLIC,2023Q1,ASF VI ENERGY L.P. SCOTLAND ASF VI,GP,12/27/2013,4111372,0,0,0,0.0
EFLIC,2023Q1,ASF VI INFRASTRUCTURE B L.P. SCOTLAND ASF VI,GP,12/27/2013,1128200,0,0,0,0.0
EFLIC,2023Q1,ASF VII B L.P. SCOTLAND ASF VII,GP,05/21/2015,10024277,0,0,0,0.0
