loan_number,city,state,date_acquired,interest_rate,book_value
321030158,Palm Springs,CA,05/05/2021,7.0,445811
321030846,Richland,WA,05/05/2021,6.995,126710
321040166,Centralia,WA,05/05/2021,7.495,534096
321040306,Tamarack,WA,05/05/2021,6.995,153408
321040441,Phoenix,WA,05/05/2021,6.995,182998
321040465,Portland,TX,06/24/2021,6.495,149432
321040513,Las Vegas,ID,05/05/2021,6.995,426293
321040575,Las Vegas,AZ,05/05/2021,6.5,165984
321040612,Dripping Springs,AZ,05/05/2021,6.995,1255590
321040642,Alpharetta,TX,06/24/2021,6.495,29582
321040933,Portland,OR,06/24/2021,6.495,95970
321050058,Big Bear Lake,NV,06/24/2021,6.495,94752
321050331,Portland,NV,06/24/2021,6.495,88830
321050773,Dripping Springs,TX,06/24/2021,6.495,25074
321050971,San Diego,NV,06/24/2021,6.495,100800
3300002852,San Diego,OR,06/24/2021,6.495,96600
3300002873,Georgetown,TX,06/24/2021,6.495,30900
3300002890,Georgetown,UT,06/24/2021,6.75,192519
3300002906,Newark,GA,06/24/2021,6.87,21987
3300002956,Hillside,CA,06/24/2021,6.87,89535
3300002981,Jersey City,OR,06/24/2021,6.495,68040
3300003010,Jersey City,CA,06/24/2021,6.87,111854
3300003040,Irvington,CA,06/24/2021,7.65,112148
3300003043,Newark,CA,06/24/2021,6.87,95499
3300003066,River Edge,OR,06/24/2021,6.495,68040
3300003100,Jersey City,OR,06/24/2021,6.495,96180
320020128,Clifton,TX,06/24/2021,6.495,21924
320020617,Carefree,CA,06/24/2021,6.625,317100
320020698,Lakewood,CA,06/24/2021,6.995,323400
100058035,Waverly,TN,06/29/2021,6.0,41882
100058038,West Fork,PA,06/29/2021,3.875,80858
100058048,Stuart,AR,06/29/2021,6.0,37748
100058055,Morton Grove,TX,06/29/2021,4.75,53627
100058060,Franklin,VA,06/29/2021,4.0,37751
100058063,Denton,NM,06/29/2021,6.0,86849
100058066,Henderson,IL,06/29/2021,3.25,240731
100058068,Barstow,MI,06/29/2021,3.75,74109
100058074,Arlington,TN,06/29/2021,3.5,336455
100058081,Lithonia,VA,06/29/2021,3.75,101734
100058084,Cromwell,TX,06/29/2021,3.5,59566
100058088,Pasadena,MA,06/29/2021,3.75,179086
100058094,Clarksville,NV,06/29/2021,3.75,128784
100058098,Knoxville,TN,06/29/2021,4.0,105414
100058102,Broadview,CA,06/29/2021,3.25,70797
100058107,Dallas,CA,06/29/2021,3.25,111699
100058123,Frederick,TX,06/29/2021,3.75,95140
100058128,Baytown,MA,06/29/2021,4.125,186416
100058141,Cheltenham,GA,06/29/2021,3.875,76514
100058143,Cleveland,IL,06/29/2021,3.875,45266
100058147,Marshalltown,CT,06/29/2021,4.0,123833
100058149,New Orleans,TX,06/29/2021,4.25,74647
100058152,Kannapolis,TX,06/29/2021,4.0,60490
100058156,Sulphur,IN,06/29/2021,3.75,104236
100058158,Hephzibah,TN,06/29/2021,3.875,57224
100058167,Columbia,MN,06/29/2021,3.5,242693
100058171,Dolton,MN,06/29/2021,3.25,148314
