entity,period,name,state,date_acquired,actual_cost,fair_value,book_value,investment_income,ownership_pct
BLC,2018Q3,"Black Diamond Capital Partners I, LP Austin TX Black Diamond General Partner,",LP,12/29/2006,1,0,0,0,1.164
BLC,2018Q3,Dyal III US Investors LP San Francisco DE NB Dyal Associates III,LP,10/28/2016,171500,0,0,0,0.114
BLC,2018Q3,"Genstar Capital Partners VII, LP Dover CA Genstar Capital VII,",LP,10/01/2015,1,0,0,0,0.07
BLC,2018Q3,"Goode Partners Consumer Fund III, LP New York",NY,12/30/2015,1,0,0,0,97.127
BLC,2018Q3,"GTCR Fund XI, LP Beverly Hills DE GTCR Partners XI,",LP,09/02/2014,3,0,0,0,5.265
BLC,2018Q3,"Kinderhook Capital Fund IV, LP Menlo Park NY Kinderhook Capital Fund",IV,04/27/2015,3,0,0,0,0.0
BLC,2018Q3,"Kinderhook Capital Fund V, LP and V-B, LP Santa Monica",NY,12/19/2017,3,0,0,0,10.998
BLC,2018Q3,NB Select Opportunities Fund LP Chicago TX NB Select Opportunities,GP,01/16/2018,3,0,0,0,0.0
BLC,2018Q3,"Platinum Equity Capital Partners IV, LP CA Platinum Capital Partners IV,",LP,03/21/2017,3,0,0,0,0.0
BLC,2018Q3,PPC Fund II LP San Francisco IL PPC Fund GP II,LP,04/26/2018,3,0,0,0,0.0
BLC,2018Q3,"Silver Lake Partners V, LP New York CA Silver Lake Technology Associates V,",LP,06/12/2018,3,0,0,0,0.0
BLC,2018Q3,"Pearlmark Mezzanine Realty Partners IV, LP IL Pearlmark Mezzanine Partners",GP,10/28/2015,2,0,0,0,0.0
BLC,2018Q3,"Centerfield Capital Partners IV, LP",IN,11/21/2017,2,0,0,0,0.0
BLC,2018Q3,"Highbridge Principal Strategies - Mezzanine Partners II, LP NY",LP,03/11/2013,2,0,0,0,0.871
BLC,2018Q3,KKR Revolving Credit Partners II LP CA KKR Revolving Credit Partners,II,03/15/2018,16399195,0,0,0,0.0
BLC,2018Q3,National Life Insurance Company,VT,07/19/2018,6500000,0,0,0,0.0
BLC,2018Q3,"Cadian Fund,",LP,10/01/2014,326669,0,0,0,0.0
BLC,2018Q3,"Centerfield Capital Partners II,",LP,10/01/2015,1069330,0,0,0,0.0
BLC,2018Q3,"Genstar Capital Partners VII,",LP,01/26/2016,10567,0,0,0,0.0
BLC,2018Q3,"Goode Partners Consumer Fund III,",LP,04/26/2018,601189,0,0,0,0.0
