entity,period,name,state,date_acquired,book_value,investment_income,ownership_pct
VRIAC,2019Q3,AMERICAN SECURITIES PARTNERS VII WILMINGTON,DE,01/19/2016,0.0,0,0.488
VRIAC,2019Q3,AMERICAN SECURITIES PARTNERS VIII LP WILMINGTON DE AMERICAN SECURITIES PARTNERS ,LP,03/28/2019,0.0,0,0.05
VRIAC,2019Q3,APOLLO HYBRID VALUE FUND LP WILMINGTON DE APOLLO HYBRID VALUE FUND,LP,03/29/2019,0.0,0,1.33
VRIAC,2019Q3,ARCLIGHT ENERGY PARTNERS FUND VI WILMINGTON DE ARCLIGHT ENERGY PARTNERS FUND,VI,08/14/2015,0.0,0,0.215
VRIAC,2019Q3,AUDAX PRIVATE EQUITY FUND VI-A LP WILMINGTON DE AUDAX PRIVATE EQUITY FUND VI-A,LP,08/29/2019,0.0,0,0.152
VRIAC,2019Q3,BAYVIEW MSR OPPORTUNITY DOMESTIC GRAND CAYMAN,DE,06/30/2017,0.0,0,0.373
VRIAC,2019Q3,BAYVIEW OPPORTUNITY FUND V WILMINGTON,DE,03/22/2017,0.0,0,0.09
VRIAC,2019Q3,BERKSHIRE FUND IX LP WILMINGTON CT BERKSHIRE FUND IX,LP,03/03/2017,0.0,0,0.212
VRIAC,2019Q3,BROOKFIELD INFRASTRUCTURE FUND IV WILMINGTON DE BROOKFIELD INFRASTRUCTURE FUND,IV,09/13/2019,0.0,0,0.772
VRIAC,2019Q3,CARLYLE REALTY PARTNERS VIII LP HOUSTON DE CARLYLE REALTY PARTNERS VIII,LP,12/04/2017,0.0,0,0.177
VRIAC,2019Q3,CERBERUS RM FUND ATLANTA CYM CERBERUS,RM,06/05/2019,0.0,0,0.478
VRIAC,2019Q3,CHAMBERS ENERGY CAPITAL III SAN FRANCISCO,DE,05/13/2016,0.0,0,0.26
VRIAC,2019Q3,CHARLESBANK CAP PTNS IX LP WILMINGTON DE CHARLESBANK CAP PTNS IX,LP,07/16/2018,0.0,0,0.281
VRIAC,2019Q3,CHARLESBANK CAP PTNS IX OVERAGE PR WILMINGTON DE CHARLESBANK CAP PTNS IX OVERAGE,PR,05/21/2018,0.0,0,0.313
VRIAC,2019Q3,CLEARLAKE CAPITAL PARTNERS V WILMINGTON,DE,02/01/2018,0.0,0,0.141
VRIAC,2019Q3,COMVEST INVESTMENT PARTNERS V BALP WILMINGTON,DE,11/02/2015,0.0,0,0.449
VRIAC,2019Q3,DYAL PARTNERS III PE WILMINGTON DE DYAL PARTNERS III,PE,01/08/2016,0.0,0,0.1
VRIAC,2019Q3,ELLIOTT ASSOCIATES LP CL B GRAND CAYMAN DE ELLIOTT ASSOCIATES LP,CL,12/30/2016,0.0,0,9.695
VRIAC,2019Q3,ENCAP ENERGY CAPITAL FUND X LP WILMINGTON TX ENCAP ENERGY CAPITAL FUND X,LP,03/26/2015,0.0,0,0.806
VRIAC,2019Q3,ENCAP ENERGY CAPITAL FUND XI LP WILMINGTON TX ENCAP ENERGY CAPITAL FUND XI,LP,07/17/2017,0.0,0,0.345
VRIAC,2019Q3,EQT INFRASTRUCTURE III WILMINGTON,GA,10/25/2017,0.0,0,0.243
VRIAC,2019Q3,000000-00-0 EQT INFRASTRUCTURE IV WILMINGTON LUX EQT INFRASTRUCTURE,IV,06/05/2019,0.0,0,0.134
VRIAC,2019Q3,FFL CAPITAL PARTNERS IV LP WILMINGTON CA FFL CAPITAL PARTNERS IV,LP,03/25/2015,0.0,0,0.797
VRIAC,2019Q3,FS EQUITY PARTNERS VIII LP WILMINGTON DE FS EQUITY PARTNERS VIII,LP,04/25/2019,0.0,0,0.13
VRIAC,2019Q3,GENSTAR CAPITAL PARTNERS IX WILMINGTON DE GENSTAR CAPITAL PARTNERS,IX,07/03/2019,0.0,0,0.46
VRIAC,2019Q3,GENSTAR CAPITAL PARTNERS VII WILMINGTON,DE,10/01/2015,0.0,0,0.111
VRIAC,2019Q3,GENSTAR CAPITAL PARTNERS VIII WILMINGTON,DE,04/28/2017,0.0,0,0.0
VRIAC,2019Q3,GENSTAR IX OPPORTUNITIES I WILMINGTON DE GENSTAR,IX,07/08/2019,0.0,0,0.0
VRIAC,2019Q3,GENSTAR VIII OPPORTUNITIES FUND I GRAND CAYMAN,DE,10/05/2017,0.0,0,0.0
VRIAC,2019Q3,GLOBAL TRANSPORT INCOME FUND LP DE GLOBAL TRANSPORT INCOME FUND,LP,06/28/2019,0.0,0,0.0
VRIAC,2019Q3,GREAT HILL EQUITY PARTNERS VI LP DE GREAT HILL EQUITY PARTNERS VI,LP,10/30/2017,0.0,0,0.0
VRIAC,2019Q3,GREEN EQUITY INVESTORS VII LP DE GREEN EQUITY INVESTORS VII,LP,05/12/2017,0.0,0,0.0
VRIAC,2019Q3,GTCR FUND XII LP DE GTCR FUND XII,LP,05/04/2018,0.0,0,0.0
VRIAC,2019Q3,HARVEST PARTNERS VII LP DE HARVEST PARTNERS VII,LP,09/28/2016,0.0,0,0.0
VRIAC,2019Q3,HELLMAN & FRIEDMAN INVESTORS VIII CYM HELLMAN & FRIEDMAN INVESTORS VIII .,,09/01/2016,0.0,0,0.0
VRIAC,2019Q3,KINDERHOOK CAPITAL FUND V-B,DE,12/19/2017,0.0,0,0.0
VRIAC,2019Q3,MACHINE ZONE COMMON STOCK,DE,09/26/2019,0.0,0,0.0
VRIAC,2019Q3,MACQUARIE INFRASTRUCTURE PARTNERS IV DE MACQUARIE INFRASTRUCTURE PARTNERS,IV,05/17/2018,0.0,0,0.0
VRIAC,2019Q3,METALMARK CAP PARTNERS II LP NY METALMARK CAP PARTNERS II,LP,12/11/2014,0.0,0,0.0
VRIAC,2019Q3,MSOUTH EQUITY PARTNERS,DE,09/06/2019,0.0,0,0.0
VRIAC,2019Q3,NAUTIC PARTNERS VIII LP DE NAUTIC PARTNERS VIII,LP,12/14/2016,0.0,0,0.0
VRIAC,2019Q3,NEW MOUNTAIN PARTNERS V,DE,11/29/2017,0.0,0,0.0
VRIAC,2019Q3,PEAK ROCK CAP CREDIT FUND II DE PEAK ROCK CAP CREDIT FUND,II,03/06/2018,0.0,0,0.0
VRIAC,2019Q3,QUANTUM ENERGY PARTNERS VII,DE,05/30/2018,0.0,0,0.0
VRIAC,2019Q3,SILVER OAK SVS PARTNERS III LP DE SILVER OAK SVS PARTNERS III,LP,11/21/2016,0.0,0,0.0
VRIAC,2019Q3,TA XII-A DE,TA,02/22/2016,0.0,0,0.0
VRIAC,2019Q3,TAILWIND CAPITAL PARTNERS III LP DE TAILWIND CAPITAL PARTNERS III,LP,09/27/2018,0.0,0,0.0
VRIAC,2019Q3,THOMAS BRAVO FUND XIII,DE,02/14/2019,0.0,0,0.0
VRIAC,2019Q3,VERITAS CAPITAL FUND V LP DE VERITAS CAPITAL FUND V,LP,06/08/2015,0.0,0,0.0
VRIAC,2019Q3,VERITAS CAPITAL FUND VI LP DE VERITAS CAPITAL FUND VI,LP,06/15/2017,0.0,0,0.0
VRIAC,2019Q3,VISTA EQUITY PARTNERS FUND VI LP CYM VISTA EQUITY PARTNERS FUND VI,LP,06/28/2016,0.0,0,0.0
VRIAC,2019Q3,VISTA EQUITY PARTNERS FUND VII LP CYM VISTA EQUITY PARTNERS FUND VII,LP,01/24/2019,0.0,0,0.0
VRIAC,2019Q3,POMONA CAPITAL IX LP WILMINGTON DE POMONA CAPITAL IX,LP,02/08/2018,0.0,0,0.0
VRIAC,2019Q3,200 CONNECTICUT AVENUE WILMINGTON,DE,09/27/2019,0.0,0,0.0
VRIAC,2019Q3,FHLMC_112 R VARIOUS,DE,05/31/2018,0.0,0,0.0
VRIAC,2019Q3,OAKTREE REDF II FUND GRAND CAYMAN DE RETURN,OF,12/27/2017,0.0,0,0.0
VRIAC,2019Q3,GREEN EQUITY INVESTORS VII LP WILMINGTON RETURN,OF,05/12/2017,0.0,0,0.0
VRIAC,2019Q3,GTCR FUND XII LP WILMINGTON RETURN,OF,05/04/2018,0.0,0,0.0
VRIAC,2019Q3,STONEPEAK INFRASTRUCTURE PTNRS III WILMINGTON CAPITAL_CONT,,02/22/2018,0.0,0,0.0
VRIAC,2019Q3,GOOD HILL PARTNERS LP WILMINGTON RETURN,OF,06/28/2018,0.0,0,0.0
VRIAC,2019Q3,VISTA EQUITY PARTNERS FUND VII LP GRAND CAYMAN RETURN,OF,01/24/2019,0.0,0,0.0
VRIAC,2019Q3,FS EQUITY PARTNERS VIII LP WILMINGTON RETURN,OF,04/25/2019,0.0,0,0.0
VRIAC,2019Q3,PEAK ROCK CAPITAL FUND II WILMINGTON RETURN,OF,01/31/2018,0.0,0,0.0
VRIAC,2019Q3,DYAL CAPITAL PARTNERS IV WILMINGTON RETURN,OF,06/11/2018,0.0,0,0.0
VRIAC,2019Q3,TAILWIND CAPITAL PARTNERS III LP WILMINGTON RETURN,OF,09/27/2018,0.0,0,0.0
VRIAC,2019Q3,MACHINE ZONE SERIES D WILMINGTON RETURN,OF,02/18/2016,0.0,0,0.0
VRIAC,2019Q3,TA SUBORDINATED DEBT FUND IV,LP,02/22/2016,0.0,0,0.0
VRIAC,2019Q3,THOMA BRAVO FUND XII WILMINGTON,,05/31/2016,0.0,0,0.0
