loan_number,city,state,date_acquired,interest_rate,book_value
5555275,Grantham,GBR,06/09/2025,6.51,331604689
8003018,Jacksonville,FL,03/26/2025,6.3,33464051
8880069555A,Jerome,ID,12/17/2024,6.96,25827479
8880083555A,Twin Falls,ID,03/04/2025,7.183,33585089
8880086555A,Bakersfield,CA,03/25/2025,6.69,39967659
8880107555A,Semonile,TX,09/19/2025,6.55,20971773
2000001,Plano,TX,12/23/2022,3.875,72892
2000124,Clifton Park,NY,12/23/2022,4.25,232245
2001667,Raritan,NJ,12/23/2022,4.375,94227
2001733,Manassas,VA,12/23/2022,4.625,141340
2001759,Maiden,NC,12/23/2022,4.5,123869
2001780,New Hyde Park,NY,12/23/2022,4.5,353714
2001822,Philadelphia,PA,12/23/2022,3.875,74500
2001846,Gresham,OR,12/23/2022,4.5,153546
2001894,Annandale,VA,12/23/2022,4.5,322841
2001895,Bridgewater,NJ,12/23/2022,4.375,314648
2001962,Freeport,NY,12/23/2022,4.125,108468
2002043,Thermal,CA,12/23/2022,4.5,106939
2002107,Dallas,TX,12/23/2022,4.5,220514
2002126,Boise,ID,12/23/2022,4.625,118080
2002147,Prairie Village,KS,12/23/2022,4.75,114707
2002183,North Arlington,NJ,12/23/2022,4.375,194250
2002278,Waterford,NY,12/23/2022,4.25,163104
2002283,Jersey City,NJ,12/23/2022,4.625,236552
2002315,Long Valley,NJ,12/23/2022,4.375,170402
2002352,Matawan,NJ,12/23/2022,4.625,364725
2002439,Cranford,NJ,12/23/2022,4.625,242163
2002447,Newark,NJ,12/23/2022,4.875,106315
2002453,Buckeye,AZ,12/23/2022,4.5,113462
2002480,Berlin,CT,12/23/2022,4.5,136155
2002594,Tuttle,OK,12/23/2022,4.375,95530
2002611,Hicksville,NY,12/23/2022,4.625,237673
2002698,Fort Worth,TX,12/23/2022,4.625,131422
2002720,New Braunfels,TX,12/23/2022,4.5,108521
2002777,Austin,TX,12/23/2022,4.625,127315
2002792,Bristow,VA,12/23/2022,4.625,362005
2002835,Brentwood,NY,12/23/2022,4.625,118718
2002866,Live Oak,TX,12/23/2022,4.625,126004
2002985,Manassas,VA,12/23/2022,4.625,184602
2002993,Jersey City,NJ,12/23/2022,4.5,201319
2003033,Richmond,TX,12/23/2022,4.5,161979
2003060,Rolesville,NC,12/23/2022,4.5,179563
2003080,Aloha,OR,12/23/2022,4.625,139101
2003140,Boonton Township,NJ,12/23/2022,4.625,242180
2003149,Fort Collins,CO,12/23/2022,4.375,153023
2003204,Fort Wayne,IN,12/23/2022,4.375,45701
2003260,Fredericksburg,VA,12/23/2022,4.625,141155
2003304,Norfolk,VA,12/23/2022,4.625,122421
2003320,Chantilly,VA,12/23/2022,4.75,312670
2003370,Warrenton,VA,05/26/2017,4.75,503754
2003395,Sterling,VA,12/23/2022,4.75,332678
2003398,Rockaway,NJ,12/23/2022,4.75,148417
2003401,Moodus,CT,12/23/2022,4.375,86495
2003420,Tabernacle,NJ,12/23/2022,4.25,130119
2003423,Eagan,MN,12/23/2022,4.875,260197
2003424,Parkland,FL,12/23/2022,4.375,457103
2003430,Washington,DC,12/23/2022,4.75,320475
2003450,Cedar Grove,NJ,12/23/2022,4.375,252265
2003462,Sterling,VA,12/23/2022,4.75,243814
2003481,Westminster,CO,12/23/2022,4.625,87643
2003492,Los Banos,CA,12/23/2022,4.625,109716
2003500,Clarksburg,WV,12/23/2022,4.625,90500
2003525,Olathe,KS,12/23/2022,4.75,104835
2003532,Dumfries,VA,12/23/2022,4.75,147100
2003569,Charlotte,NC,12/23/2022,4.75,232527
2003617,Marietta,GA,12/23/2022,4.375,400891
2003625,Clarksburg,MD,12/23/2022,4.75,184733
2003685,Bloomfield,NJ,12/23/2022,4.625,146321
2003702,Overland Park,KS,12/23/2022,4.625,116844
2003712,Granby,CT,12/23/2022,4.75,181788
2003714,Peoria,AZ,12/23/2022,4.75,133387
2003736,Herndon,VA,12/23/2022,4.5,240599
2003748,Stanhope,NJ,12/23/2022,4.25,157251
2003754,Woodbury,MN,12/23/2022,3.125,91111
2003769,Coeur D Alene,ID,12/23/2022,4.625,369097
2003789,Ashburn,VA,12/23/2022,4.75,288721
2003790,Arlington,VA,12/23/2022,4.5,126230
2003906,Alexandria,VA,05/23/2017,4.5,603988
2003924,Glenview,IL,12/23/2022,4.25,362468
2004035,Clarksburg,MD,12/23/2022,4.625,204062
2004069,Ellicott City,MD,05/26/2017,4.25,617401
2004074,Chicago,IL,12/23/2022,4.5,417423
2005217,Boca Raton,FL,05/26/2017,4.25,242726
2005304,Conroe,TX,05/26/2017,4.25,334508
2005418,Northville,MI,05/26/2017,4.25,534308
2005629,Houston,TX,05/26/2017,4.625,420584
2005767,Fairfax,VA,05/26/2017,4.5,437987
