loan_number,city,state,date_acquired,interest_rate,book_value
7149996,Pittsburgh,PA,12/20/2023,9.178,365252
7144484,Rochester,NY,05/11/2023,7.071,107288
7144581,Philadelphia,ITA,05/11/2023,7.349,105775
7144617,Greenville,SC,05/15/2023,7.219,214526
7146051,Columbus,OH,08/30/2023,8.241,142191
7144583,Tampa,FL,05/11/2023,6.272,256533
7149273,Los Angeles,CA,11/21/2023,4.584,261351
7146374,Wilson,NC,09/07/2023,9.527,109902
7148349,San Diego,CA,09/28/2023,7.719,340457
7145083,Mckees Rocks,PA,06/07/2023,7.161,104830
7148063,Orange,CA,09/28/2023,5.179,994771
7148778,Waco,TX,10/24/2023,7.958,135357
7144413,Jonesboro,GA,05/04/2023,7.358,220052
3113959,Atlanta,GA,12/23/2022,6.01,367714
2026721,Roswell,GA,12/23/2022,6.01,342047
3113925,Portland,OR,12/23/2022,5.656,369375
3114316,Riverside,CA,12/23/2022,7.295,326143
3114208,Arlington,VA,12/23/2022,5.577,403142
2031350,Atlanta,GA,12/23/2022,5.701,439513
2019895,Tualatin,OR,12/23/2022,6.895,341723
2001667,Raritan,NJ,12/23/2022,6.115,100291
2002771,Amissville,VA,12/23/2022,6.21,265465
2001822,Philadelphia,PA,12/23/2022,6.138,85495
2025703,Doylestown,PA,12/23/2022,5.541,322197
2002183,North Arlington,NJ,12/23/2022,6.131,206654
2003492,Los Banos,CA,12/23/2022,6.195,115830
2003060,Rolesville,NC,12/23/2022,6.16,190561
2002985,Manassas,VA,12/23/2022,6.218,196540
2003204,Fort Wayne,IN,12/23/2022,6.057,48269
2001962,Freeport,NY,12/23/2022,6.033,114716
2003398,Rockaway,NJ,12/23/2022,6.267,157286
2020417,Austin,TX,12/23/2022,6.169,518459
2002835,Brentwood,NY,12/23/2022,6.215,125318
2027469,Georgetown,TX,12/23/2022,16.705,73870
2002352,Matawan,NJ,12/23/2022,6.156,386230
2003140,Boonton Township,NJ,12/23/2022,6.187,255687
2011728,Alexandria City,VA,12/23/2022,5.69,348888
2003395,Sterling,VA,12/23/2022,6.292,356918
2000001,Plano,TX,12/23/2022,5.987,79917
2025955,Truckee,CA,04/18/2018,3.441,430485
2002283,Jersey City,NJ,12/23/2022,6.302,254146
2003260,Fredericksburg,VA,12/23/2022,6.205,149836
2025000,Seattle,WA,12/23/2022,6.15,444888
2003304,Norfolk,VA,12/23/2022,6.447,139118
2010479,Clarksville,MD,12/23/2022,6.207,465911
2024931,Goleta,CA,12/23/2022,5.973,569014
2024471,Littleton,CO,04/18/2018,3.588,504511
2025121,Largo,FL,12/23/2022,6.02,357909
2024798,Westmont,IL,04/18/2018,3.526,259252
2017835,Pacifica,CA,12/23/2022,5.85,474962
2003500,Clarksburg,WV,12/23/2022,6.207,95498
2002611,Hicksville,NY,12/23/2022,6.322,257135
3113524,Suwanee,GA,04/18/2018,4.288,474579
2016332,Houston,TX,12/23/2022,5.895,638349
2004074,Chicago,IL,12/23/2022,5.955,440807
2024668,Mount Pleasant,SC,04/18/2018,3.52,534805
2026663,Chicago,IL,12/23/2022,6.041,387948
2003481,Westminster,CO,12/23/2022,6.381,93892
2016821,Marietta,GA,04/18/2018,3.852,215750
2001704,Leesburg,VA,12/23/2022,7.252,90313
2002447,Newark,NJ,12/23/2022,6.37,113015
2003714,Peoria,AZ,12/23/2022,6.249,140718
2002866,Live Oak,TX,12/23/2022,6.197,133023
2024473,Cumming,GA,04/18/2018,3.573,489079
2027161,Tracy,CA,12/23/2022,5.537,423172
2003420,Tabernacle,NJ,12/23/2022,6.085,141062
2024030,Roswell,GA,04/18/2018,3.563,475452
2024492,West Jefferson,OH,12/23/2022,5.546,442402
2003320,Chantilly,VA,12/23/2022,6.201,329950
2010568,Denver,CO,12/23/2022,5.894,479072
2010968,Eden Prairie,MN,04/18/2018,3.857,561766
2029848,Decatur,GA,04/18/2018,4.202,474646
2025245,Irvine,CA,04/18/2018,3.502,603314
2023851,Park City,UT,04/18/2018,3.439,451436
2022583,Braselton,GA,04/18/2018,3.813,609369
2014379,Gig Harbor,WA,12/23/2022,6.343,320337
2002486,Edmund,OK,12/23/2022,6.123,219158
2001895,Bridgewater,NJ,12/23/2022,6.117,337650
2014756,Okatie,SC,12/23/2022,6.144,579806
2022434,Frisco,TX,12/23/2022,6.514,233096
2013889,East Rutherford,NJ,12/23/2022,6.136,311886
2011529,Hoschton,GA,04/18/2018,3.764,364665
3113711,Tampa,FL,04/18/2018,3.953,50986
2024895,Denver,CO,12/23/2022,5.546,437051
2003748,Stanhope,NJ,12/23/2022,6.073,169011
2024782,Cary,NC,04/18/2018,3.504,472039
2001846,Gresham,OR,12/23/2022,6.189,162459
2020642,Las Vegas,NV,12/23/2022,6.014,481376
2016770,Vacaville,CA,12/23/2022,6.87,370177
2003706,Edmonds,WA,12/23/2022,6.459,490827
2026006,Portland,OR,04/18/2018,3.612,462427
2003131,Sanford,NC,12/23/2022,6.113,176346
2002792,Bristow,VA,12/23/2022,6.174,382222
2019863,Nashville,TN,12/23/2022,6.225,342482
2011235,Eagle,ID,12/23/2022,5.655,373191
2025631,Denver,CO,04/18/2018,3.719,363637
3113206,Sarasota,FL,04/18/2018,4.509,406583
2025980,Mount Pleasant,SC,04/18/2018,3.481,383401
2026685,Franklin,TN,12/23/2022,5.557,552286
2020472,San Antonio,TX,12/23/2022,6.923,260907
2025852,Arroyo Grande,CA,04/18/2018,3.598,570972
2003569,Charlotte,NC,12/23/2022,6.259,246282
2002115,Indian Head,MD,12/23/2022,6.223,113573
2002698,Fort Worth,TX,12/23/2022,6.197,138694
2023234,Chino Hills,CA,12/23/2022,6.421,411845
2024095,Thompsons Station,TN,04/18/2018,3.826,681802
2025401,Washington,DC,04/18/2018,3.73,553451
2015040,Auburn,WA,12/23/2022,6.33,584149
2011868,Oakland,CA,12/23/2022,5.797,560406
2013060,Ridgewood,NJ,12/23/2022,5.959,427487
2024859,Mahwah,NJ,12/23/2022,6.075,475426
2003863,Houston,TX,12/23/2022,5.865,340909
2003450,Cedar Grove,NJ,12/23/2022,6.119,266738
2022507,Riverside,IL,12/23/2022,5.725,429992
2022509,Morgan Hill,CA,12/23/2022,5.589,507996
2000023,Southampton,PA,12/23/2022,6.358,181827
2002993,Jersey City,NJ,12/23/2022,6.28,212853
2001894,Annandale,VA,12/23/2022,6.134,351873
2020462,Wynnewood,PA,12/23/2022,6.06,470595
2024290,Gilbert,AZ,04/18/2018,3.746,592759
2002509,Pequea,PA,12/23/2022,6.306,136450
2002453,Buckeye,AZ,12/23/2022,6.881,156369
2015770,Milton,GA,04/18/2018,3.708,595358
2002720,New Braunfels,TX,12/23/2022,6.148,114773
2026091,Troy,MI,04/18/2018,3.82,529877
2012365,Milton,GA,04/18/2018,4.166,422425
2003424,Parkland,FL,12/23/2022,6.401,481774
2013883,Apple Valley,MN,04/18/2018,3.93,385231
2002439,Cranford,NJ,12/23/2022,6.027,252019
2026206,Evanston,IL,04/18/2018,3.629,553485
2004035,Clarksburg,MD,12/23/2022,6.462,223942
3113937,Pembroke Pines,FL,04/18/2018,4.562,481416
2013483,Concord,CA,12/23/2022,6.561,484072
2025172,Medfield,MA,12/23/2022,5.546,407080
2016260,Glen Echo,MD,12/23/2022,6.319,435790
2001733,Manassas,VA,12/23/2022,6.286,156866
2025962,Jupiter,FL,04/18/2018,3.831,617333
2024765,San Francisco,CA,04/18/2018,3.465,563799
2003532,Dumfries,VA,12/23/2022,6.253,155421
2022399,Miami Beach,FL,12/23/2022,6.693,319719
2002043,Thermal,CA,12/23/2022,6.199,113418
2024883,San Ramon,CA,04/18/2018,3.719,381877
2002594,Tuttle,OK,12/23/2022,6.158,107014
2025860,Sun Valley Area,CA,04/18/2018,3.723,869445
2010582,Jenkintown,PA,12/23/2022,6.156,329460
2027095,Norfolk,MA,12/23/2022,7.649,127769
2026145,Lovettsville,VA,04/18/2018,3.601,592030
2024754,Fairfax,VA,04/18/2018,3.591,618722
2003080,Aloha,OR,12/23/2022,6.413,149521
3113782,Huddleston,VA,04/18/2018,4.4,408601
2020076,Atlanta,GA,04/18/2018,3.793,418962
2017607,Westport,CT,04/18/2018,3.899,422917
2001780,New Hyde Park,NY,12/23/2022,6.132,375452
2026720,Columbia,MD,12/23/2022,5.546,405298
2001701,Huntersville,NC,12/23/2022,7.919,49343
2020881,Washington,DC,12/23/2022,6.215,467777
2020017,Newtown,PA,12/23/2022,6.338,570980
2030193,San Diego,CA,04/18/2018,4.342,735179
2020381,Elmhurst,IL,12/23/2022,6.16,492849
2001759,Maiden,NC,12/23/2022,6.181,131441
2027264,Atlanta,GA,04/18/2018,3.665,540637
2026361,Las Vegas,NV,04/18/2018,3.532,850774
2024242,Westlake Village,CA,12/23/2022,6.258,400675
2017031,Alpharetta,GA,04/18/2018,4.144,460415
2003789,Ashburn,VA,12/23/2022,7.683,302284
2011431,Wyckoff,NJ,12/23/2022,5.695,499199
2002201,Statesville,NC,12/23/2022,6.282,141052
2025105,Stockbridge,MA,12/23/2022,5.55,538985
2019283,Las Vegas,NV,12/23/2022,6.027,354878
2003924,Glenview,IL,12/23/2022,5.905,383813
2028107,Inver Grove Heights,MN,04/18/2018,4.266,445874
2015772,Marietta,GA,04/18/2018,3.977,495933
2025727,Skokie,IL,04/18/2018,3.74,403268
2002126,Boise,ID,12/23/2022,6.283,130779
2003625,Clarksburg,MD,12/23/2022,6.227,195010
2002278,Waterford,NY,12/23/2022,6.119,172863
2023193,Jurupa Valley,CA,04/18/2018,3.613,410120
2003033,Richmond,TX,12/23/2022,6.188,173338
2003790,Arlington,VA,12/23/2022,6.171,133599
2024408,Mountain Brook,AL,04/18/2018,3.582,365838
2010456,Arlington,VA,12/23/2022,5.747,609485
2022260,Corcoran,MN,04/18/2018,3.698,379381
2026694,Vacaville,CA,12/23/2022,5.548,533339
2025293,Washington,DC,04/18/2018,3.438,462853
2027025,Suwanee,GA,04/18/2018,3.49,533607
2024636,Philadelphia,PA,04/18/2018,3.588,437671
2012473,San Diego,CA,12/23/2022,5.807,554019
2019518,Forest Hill,MD,12/23/2022,6.181,438500
2003462,Sterling,VA,12/23/2022,6.234,262266
2013632,Nazareth,PA,12/23/2022,6.306,331968
2022136,Castle Rock,CO,12/23/2022,5.735,328354
2015153,Walnut Creek,CA,12/23/2022,6.274,515326
2015188,Seattle,WA,12/23/2022,5.86,397719
2003149,Fort Collins,CO,12/23/2022,6.117,162539
2026330,Northbrook,IL,04/18/2018,3.658,415103
