loan_number,city,state,date_acquired,interest_rate,book_value
40014583,Sacramento,CA,01/25/2022,3.75,923959
40015978,London,GBR,10/25/2022,2.3,20797333
40016556,Island Park,NY,07/10/2020,7.953,11670
40017236,Lake Ronkonkoma,NY,09/18/2020,7.788,273244
40018087,Newark,NJ,10/28/2020,7.538,58442
40018519,Roosevelt,NY,10/21/2020,7.535,41930
40019304,Garden City,NY,12/10/2020,7.038,15536
40020156,Denver,CO,02/23/2021,7.288,34916
40021434,Philadelphia,PA,12/30/2020,7.038,9657
40022117,Huntington Station,NY,01/21/2021,7.175,49059
40022431,Chicago,IL,02/23/2021,7.656,4399
40023172,Hicksville,NY,01/13/2021,7.413,16830
320110049,Newark,NJ,06/03/2021,7.6,65001
321040302,The Bronx,NY,03/18/2021,7.038,49481
321040941,Chicago,IL,03/18/2021,6.913,4203
321070489,Chicago,IL,06/03/2021,7.381,9081
321070540,Philadelphia,PA,04/20/2021,7.975,23496
321080552,Delray Beach,FL,04/30/2021,7.413,71701
321090443,Livingston,NJ,04/30/2021,7.104,61470
321100346,Jersey City,NJ,05/12/2021,6.913,108150
321100843,Ellicott City,MD,06/03/2021,7.158,54949
321110604,Titusville,NJ,06/03/2021,7.325,26991
321120417,Ruther Glen,VA,07/30/2021,6.913,27836
321120788,New York,NY,08/23/2021,8.0,42531
321120926,Chicago,IL,07/30/2021,6.913,23202
322010288,Queen Creek,AZ,03/04/2023,6.595,353439
322010369,Queen Creek,AZ,03/04/2023,6.595,345039
322010440,Portland,OR,03/04/2023,6.87,705793
322010574,Tacoma,WA,03/04/2023,6.47,123081
322010680,Horseshoe Bay,TX,03/04/2023,6.72,933060
322010725,Plain City,UT,03/04/2023,6.6,507946
322010861,Queen Creek,AZ,03/04/2023,6.595,416100
322010998,Portland,OR,03/04/2023,6.47,37731
322020784,Pasco,WA,03/04/2023,6.725,234552
322020976,Harrisville,UT,03/04/2023,6.6,2687659
322030121,Aurora,CO,03/04/2023,6.97,706623
